"","X1","title","averageRating","numVotes","genre1","genre2","genre3","runtimeMinutes","titleType","rank","studio","lifetime_gross","year","oscar_year","oscar_win","oscar_nom","actor1","actor2","actor3","actor4","actor5","actor6","actor7","actor8","actor9","actor10"
"271",3936,"Finders Keepers",6.7,35,"Family","Fantasy","Sci-Fi",10,"tvSeries",7349,"WB",1467396,1984,NA,"No","No","Paul Tresnan","Caroline Winnall",NA,NA,NA,NA,NA,NA,NA,NA
"272",3961,"Fired Up",6.7,146,"Comedy",NA,NA,30,"tvSeries",3772,"SGem",17231291,2009,NA,"No","No","Mark Davis","Jonathan Banks","Leah Remini","Thomas F. Wilson","Ron Ostrow","Francesca P. Roberts","Mark Feuerstein","Sharon Lawrence",NA,NA
"273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",4007,"Flash Gordon",6.1,88,"Action","Adventure","Animation",30,"tvSeries",2884,"Uni.",27107960,1980,NA,"No","No","Lorne Kennedy","Rob Cohen","Julie Lemieux","Shirley Douglas",NA,NA,NA,NA,NA,NA
"275",4009,"Flash Gordon",7,763,"Action","Adventure","Animation",30,"tvSeries",2884,"Uni.",27107960,1980,NA,"No","No","Allan Melvin","Melendy Britt",NA,NA,NA,NA,NA,NA,NA,NA
"276",4010,"Flash Gordon",4.8,2862,"Action","Adventure","Drama",60,"tvSeries",2884,"Uni.",27107960,1980,NA,"No","No","Giles Panton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",4027,"Flight",8.6,25,"Adventure",NA,NA,30,"tvSeries",787,"Par.",93772375,2012,NA,"No","No","Ron Foster","James Parnell","Robert Gist","Forrest Compton","Joe Flynn",NA,NA,NA,NA,NA
"278",4037,"Flipper",6.3,1968,"Adventure","Family",NA,30,"tvSeries",3479,"Uni.",20080020,1996,NA,"No","No","Courtney Brown","Eric Applewhite","Tommy Norden",NA,NA,NA,NA,NA,NA,NA
"279",4039,"Flipper",5.4,854,"Adventure","Drama","Family",60,"tvSeries",3479,"Uni.",20080020,1996,NA,"No","No","Elizabeth Morehead","Laura Donaldson",NA,NA,NA,NA,NA,NA,NA,NA
"280",4047,"Flowers",8.2,3304,"Comedy","Drama",NA,30,"tvSeries",12196,"MBox",61568,2015,NA,"No","No","Olivia Colman","Julian Barratt","Sophia Di Martino","Helen Cripps","Daniel Rigby","Leila Hoffman",NA,NA,NA,NA
"281",4080,"For Better or Worse",4.2,1097,"Comedy","Drama",NA,22,"tvSeries",12843,"Sony",41628,1995,NA,"No","No","Kent Faulcon","Michael Jai White","Tyrell Lewis","Crystle Stewart","Tasha Smith","Jason Olive","Kiki Haynes",NA,NA,NA
"282",4087,"For Love or Money",5.5,53,"Reality-TV",NA,NA,NA,"tvSeries",4572,"Uni.",11146270,1993,NA,"No","No","Erin Brodie","Karyn Bryant",NA,NA,NA,NA,NA,NA,NA,NA
"283",4099,"Forever",7.2,3869,"Comedy","Drama","Fantasy",30,"tvSeries",13263,"Icar.",31502,2007,NA,"No","No","Kym Whitley","Noah Robbins","Catherine Keener","Sharon Omi",NA,NA,NA,NA,NA,NA
"284",4102,"Forever",8.3,50030,"Crime","Drama","Fantasy",43,"tvSeries",13263,"Icar.",31502,2007,NA,"No","No","Alana De La Garza",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",4108,"Forever Young",6.9,57,"Reality-TV",NA,NA,30,"tvSeries",1510,"WB",55956187,1992,NA,"No","No","Arthur Albert",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",4120,"Foul Play",7.1,7,"Drama",NA,NA,60,"tvSeries",1891,"Par.",44999621,1978,NA,"No","No","Mary Jo Catlett","Deborah Raffin","William Waterman","Sam Jaffe","Corey Feldman","Richard Romanus","Barry Bostwick",NA,NA,NA
"287",4127,"Four Weddings and a Funeral",7,2049,"Comedy","Romance",NA,60,"tvSeries",1609,"Gram.",52700832,1994,1994,"No","Yes","Nikesh Patel","Brandon Mychal Smith","Rebecca Rittenhouse","Nathalie Emmanuel","Harish Patel","Zoe Boyle",NA,NA,NA,NA
"288",4193,"Frequency",7.5,11782,"Drama","Fantasy","Mystery",42,"tvSeries",1889,"NL",45010278,2000,NA,"No","No","Peyton List","Devin Kelley","Ada Breker","Beth Lacke","Riley Smith","Anthony Ruivivar",NA,NA,NA,NA
"289",4201,"Friday Night Lights",8.7,52005,"Drama","Sport",NA,44,"tvSeries",1352,"Uni.",61255921,2004,NA,"No","No","Kyle Chandler","Blue Deckert","Taylor Kitsch","Derek Phillips","Jesse Plemons","Aimee Teegarden","Brad Leland",NA,NA,NA
"290",4208,"Friends with Benefits",6.6,3250,"Comedy",NA,NA,21,"tvSeries",1511,"SGem",55802754,2011,NA,"No","No","Valerie Azlynn","Elle Young","Danneel Ackles","Ryan Hansen","Patrick Heusinger","André Holland","Jessica Lucas",NA,NA,NA
"291",4213,"Fright Night",7,37,"Comedy","Fantasy","Horror",120,"tvSeries",3064,"Col.",24922237,1985,NA,"No","No","Lisa Clark","Wayne Thomas","Larry Vincent",NA,NA,NA,NA,NA,NA,NA
"292",4241,"Full Frontal",7.5,320,"Comedy","Fantasy","Sci-Fi",NA,"tvSeries",6631,"Mira.",2512846,2002,NA,"No","No","Ross Williams","Kitty Flanagan","John Walker","Kim Gyngell","Daina Reid","Shaun Micallef","Rima Te Wiata",NA,NA,NA
"293",4259,"Funny Money",5.1,16,"Comedy","Game-Show",NA,22,"tvSeries",16095,"Think",2844,2007,NA,"No","No","Elizabeth Beckwith","Cambria Elaine","John Henton","Shannon Hall","Rick D'Elia",NA,NA,NA,NA,NA
"294",4268,"Future of Food",7.8,42,"Documentary",NA,NA,59,"tvSeries",11762,"CLS",81280,2005,NA,"No","No","George Alagiah",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",4279,"Gabriela",7.8,98,"Drama","Romance",NA,NA,"tvSeries",6733,"Pow.",2335352,2001,NA,"No","No","Ary Fontoura","Luiz Orioni","Gilberto Martinho","Paulo Gracindo","Paulo Gonçalves","Armando Bógus",NA,NA,NA,NA
"296",4289,"Game Changers",5.5,6,"Family","News","Sport",30,"tvSeries",16036,"Ammo",3142,2018,NA,"No","No","Ross Thomas","Russell Westbrook","Kevin Frazier","Antonio Brown","Andrew Anthony",NA,NA,NA,NA,NA
"297",4291,"Game Night",7.9,42,"Comedy",NA,NA,NA,"tvSeries",1176,"WB (NL)",69179066,2018,NA,"No","No","Simon Dooley","Rajan Velu","Kara Connolly","Morgan Roy","Ashwin Gore","Sarah Peterson",NA,NA,NA,NA
"298",4298,"Gang Related",7.6,5865,"Action","Crime","Drama",46,"tvSeries",5521,"MGM",5906773,1997,NA,"No","No","RZA","Sung Kang","Ramon Rodriguez","Jay Hernandez","Shantel VanSanten","Inbar Lavi",NA,NA,NA,NA
"299",4335,"Genius",8.4,14588,"Biography","Drama","History",43,"tvSeries",7431,"RAtt.",1361045,2016,NA,"No","No","Alex Rich","Johnny Flynn","Samantha Colley","Seth Gabel","T.R. Knight","Michael McElhatton",NA,NA,NA,NA
"300",4341,"George of the Jungle",5.2,37,"Animation",NA,NA,12,"tvSeries",667,"BV",105263257,1997,NA,"No","No","Taylor Abrahamse","Jeff Lumby","Bridget Wareham",NA,NA,NA,NA,NA,NA,NA
"301",4342,"George of the Jungle",6.8,861,"Adventure","Animation","Comedy",30,"tvSeries",667,"BV",105263257,1997,NA,"No","No","June Foray","Bill Scott",NA,NA,NA,NA,NA,NA,NA,NA
"302",4344,"George of the Jungle",4.2,832,"Adventure","Animation","Comedy",NA,"tvSeries",667,"BV",105263257,1997,NA,"No","No","Trevor Devall","Mark Oliver","Doron Bell","Tabitha St. Germain",NA,NA,NA,NA,NA,NA
"303",4365,"Get Real",7.2,507,"Comedy","Drama","Romance",60,"tvSeries",7701,"ParC",1152979,1999,NA,"No","No","Debrah Farentino","Christina Pickles","Erin Murphy","Jesse Eisenberg","Natalie Ramsey","Jon Tenney","Scott Vickaryous",NA,NA,NA
"304",4369,"Get Shorty",8.1,3883,"Comedy","Crime",NA,60,"tvSeries",1106,"MGM",72101622,1995,NA,"No","No","Lidia Porto","Goya Robles","Lucy Walters","Chris O'Dowd","Carolyn Dodd","Megan Stevenson","Sean Bridgers",NA,NA,NA
"305",4370,"Get Smart",8.2,10028,"Action","Adventure","Comedy",25,"tvSeries",469,"WB",130319208,2008,NA,"No","No","Robert Karvelas","David Ketchum","King Moody","Edward Platt","Bernie Kopell","Barbara Feldon",NA,NA,NA,NA
"306",4371,"Get Smart",6.7,841,"Comedy","Crime","Mystery",30,"tvSeries",469,"WB",130319208,2008,NA,"No","No","Andy Dick",NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",4389,"Ghost Stories",6.8,56,"Documentary","Horror","Mystery",55,"tvSeries",10785,"IFC",148747,2018,NA,"No","No","Jim Romanovich","Patrick Macnee",NA,NA,NA,NA,NA,NA,NA,NA
"308",4390,"Ghost Stories",6.6,217,"Drama","Horror","Mystery",30,"tvSeries",10785,"IFC",148747,2018,NA,"No","No","M.J. Karmi","Ethan Marten","Steve Jones","Greg O'Donovan","John Knox","Clay Sayre","R. Ward Duffy",NA,NA,NA
"309",4393,"Ghost Story",7.7,328,"Drama","Horror","Mystery",60,"tvSeries",3167,"Uni.",23371905,1981,NA,"No","No","Larry Fleischman","Don 'Red' Barry","Sebastian Cabot",NA,NA,NA,NA,NA,NA,NA
"310",4402,"Ghostbusters",6.4,2439,"Adventure","Animation","Comedy",25,"tvSeries",134,"Col.",242212467,1984,NA,"No","No","Peter Cullen","Linda Gary","Lou Scheimer","Susan Blu","Pat Fraley",NA,NA,NA,NA,NA
"311",4408,"Ghosted",6.3,5151,"Comedy","Crime","Horror",30,"tvSeries",16283,"FRun",1780,2009,NA,"No","No","Tisha French","Amber Stevens West","Britt Lower","Adam Scott","Ethan Drake Davis","Craig Robinson",NA,NA,NA,NA
"312",4423,"Ginger Snaps",7.7,37,"Animation","Comedy",NA,NA,"tvSeries",16151,"CinV",2554,2001,NA,"No","No","Alex Cazares","Kari Wahlgren","Maria Bamford","Carlos Alazraqui","Josh Keaton","Lauren Lapkus","Aparna Nancherla",NA,NA,NA
"313",4436,"Girlfriends",7,3031,"Comedy",NA,NA,30,"tvSeries",14160,"FRun",18000,1996,NA,"No","No","Reginald C. Hayes","Jason Pace","Tanner Scott Richards",NA,NA,NA,NA,NA,NA,NA
"314",4437,"Girlfriends",6.2,533,"Drama",NA,NA,46,"tvSeries",14160,"FRun",18000,1996,NA,"No","No","Daisy Head","Zoë Wanamaker","Phyllis Logan",NA,NA,NA,NA,NA,NA,NA
"315",4454,"Glitter",6.2,45,"Drama",NA,NA,60,"tvSeries",5955,"Fox",4274407,2001,NA,"No","No","Arte Johnson","Barbara Sharma","Tracy Nelson",NA,NA,NA,NA,NA,NA,NA
"316",4473,"Glory Daze",7.9,1758,"Comedy",NA,NA,NA,"tvSeries",14392,"7Art",15134,1996,NA,"No","No","Matt Bush","Julianna Guill","Callard Harris","Drew Seeley","Hartley Sawyer","James Earl","Tim Jo",NA,NA,NA
"317",4498,"Godzilla",6.2,490,"Adventure","Animation","Family",30,"tvSeries",433,"Sony",136314294,1998,NA,"No","No","Hilly Hicks","Jeff David","Don Messick","Joe Baker","Ted Cassidy",NA,NA,NA,NA,NA
"318",4517,"Gold",7.3,31,"Drama",NA,NA,NA,"tvSeries",5220,"Wein.",7227038,2017,NA,"No","No","Masami Nagasawa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",4531,"Gone",7.1,1477,"Crime","Drama",NA,60,"tvSeries",4496,"LG/S",11682205,2012,NA,"No","No","Chris Noth",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",4532,"Gone",6.5,22,"Action","Drama",NA,5,"tvSeries",4496,"LG/S",11682205,2012,NA,"No","No","Julia Denton","Victor Del Mar","Frank Krueger","Allison Kramer",NA,NA,NA,NA,NA,NA
"321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",4563,"Goosebumps",7.7,10845,"Family","Fantasy","Horror",22,"tvSeries",974,"Sony",80080379,2015,NA,"No","No","Hamille Rustia","Corey Sevier","Kathryn Long","Kathryn Short","R.L. Stine","Cody Jones","Ben Cook",NA,NA,NA
"323",4582,"Graceland",7.7,15343,"Action","Crime","Drama",42,"tvSeries",13663,"Drft.",24529,2013,NA,"No","No","Aaron Tveit","Manny Montana","Jamie Gray Hyder","Serinda Swan","Erik Valdez","Brandon Jay McLaren","Vanessa Ferlito",NA,NA,NA
"324",4603,"Gravity",6.6,907,"Comedy","Drama",NA,30,"tvSeries",104,"WB",274092705,2013,2013,"No","Yes","Karl Geary","Robyn Cohen","Krysten Ritter","Seth Numrich","James Martinez","Ivan Sergei","Ving Rhames","Eric Schaeffer",NA,NA
"325",4655,"Grown Ups",6.1,67,"Comedy",NA,NA,30,"tvSeries",321,"Sony",162001186,2010,NA,"No","No","Dave Ruby","Tammy Townsend","Marissa Ribisi","Melissa De Sousa","Patrick Bristow","Jaleel White","Lana Parrilla","Bumper Robinson","Mystro Clark",NA
"326",4661,"Guadalupe",6.9,106,"Drama",NA,NA,NA,"tvSeries",8153,"Slow",848139,2006,NA,"No","No","Adela Noriega","Eduardo Yáñez","Gretell Celeiro","Gabriel Casanova","Braulio Castillo hijo","Zully Montero","Hada Bejar","Yurianne Andrade","Oscar Corbella","Nattacha Amador"
"327",4663,"Guardians of the Galaxy",7.4,2414,"Action","Adventure","Animation",22,"tvSeries",63,"BV",333176600,2014,NA,"No","No","David Sobolov","Kevin Michael Richardson","Trevor Devall","Will Friedle","James Arnold Taylor","Vanessa Marshall",NA,NA,NA,NA
"328",4670,"Guidance",5.8,212,"Drama",NA,NA,6,"tvSeries",15698,"Strand",4900,2015,NA,"No","No","Eric Allan Kramer","Leah Lewis","Arden Rose","Ben J. Pierce","Diamond White","Chachi Gonzales","George Todd McLachlan",NA,NA,NA
"329",4675,"Gulliver's Travels",5.5,15,"Animation","Family",NA,30,"tvSeries",1984,"Fox",42779261,2010,NA,"No","No","Sonja Ball","Jessalyn Gilsig","Jacques Ferrière","Sophie Gormezano","Gérard Dessalles","Daniel Brochu",NA,NA,NA,NA
"330",4684,"Gung Ho",6.3,38,"Comedy",NA,NA,30,"tvSeries",2299,"Par.",36611610,1986,NA,"No","No","Emily Kuroda","Patti Yasutake","Gedde Watanabe","Sab Shimono","Rodney Kageyama","Heidi Lawson",NA,NA,NA,NA
"331",4712,"Half Nelson",7.2,27,"Comedy","Drama",NA,60,"tvSeries",6551,"Think",2697938,2006,NA,"No","No","Joe Pesci","Victoria Jackson","Fred Williamson","Bubba Smith","Morgan Brittany","Dick Butkus","Gary Grubbs",NA,NA,NA
"332",4745,"Hanna",7.5,14512,"Action","Drama",NA,60,"tvSeries",2101,"Focus",40259119,2011,NA,"No","No","Esme Creed-Miles","Mireille Enos","Kemaal Deen-Ellis","Rhianne Barreto","Joel Kinnaman","Giles Norris-Tari",NA,NA,NA,NA
"333",4751,"Hannibal",8.5,206853,"Crime","Drama","Horror",44,"tvSeries",310,"MGM",165092268,2001,NA,"No","No","Caroline Dhavernas","Hettienne Park","Scott Thompson","Kacey Rohl","Mads Mikkelsen","Laurence Fishburne",NA,NA,NA,NA
"334",4766,"Happiness",7.3,100,"Comedy",NA,NA,30,"tvSeries",6506,"Good",2807390,1998,NA,"No","No","Clarista Hoult","Michael Wildman","Tim Plester","Johnny Vegas","Pearce Quigley","Fiona Allen",NA,NA,NA,NA
"335",4777,"Happy Endings",7.7,32790,"Comedy","Romance",NA,22,"tvSeries",7489,"Lions",1315701,2005,NA,"No","No","Damon Wayans Jr.","Casey Wilson","Seth Morris","Eliza Coupe","Stephen Guarino","Zachary Knighton","Adam Pally",NA,NA,NA
"336",4789,"Happy Together",5.7,1536,"Comedy",NA,NA,30,"tvSeries",9536,"Kino",320319,1997,NA,"No","No","Chris Parnell","Damon Wayans Jr.","Amber Stevens West","Felix Mallard","Victor Williams","Stephnie Weir","Shadoe Stevens",NA,NA,NA
"337",4791,"Happy Valley",8.5,29249,"Crime","Drama",NA,58,"tvSeries",12048,"Ston5",67665,2008,NA,"No","No","Rick Warden","Shane Zaza","Rhys Connah","Sarah Lancashire","Charlie Murphy","George Costigan","Siobhan Finneran","Ishia Bennison","James Norton",NA
"338",4803,"Hardball",7.2,181,"Action","Crime","Drama",90,"tvSeries",2104,"Par.",40222729,2001,NA,"No","No","M.C. Gainey","John Ashton","John Pappas","Jason Bernard","Barney McFadden","John Carter","Richard Tyson",NA,NA,NA
"339",4804,"Hardball",5.6,45,"Comedy","Sport",NA,30,"tvSeries",2104,"Par.",40222729,2001,NA,"No","No","Chris Browning","Bruce Greenwood","Phill Lewis",NA,NA,NA,NA,NA,NA,NA
"340",4809,"Hardware",7,353,"Comedy",NA,NA,30,"tvSeries",5574,"Mira.",5728953,1990,NA,"No","No","Martin Freeman","Ella Kenion","Susan Earl","Peter Heppelthwaite","Peter Serafinowicz","Ryan Cartwright",NA,NA,NA,NA
"341",4819,"Harry and the Hendersons",5.6,1068,"Comedy","Family","Fantasy",30,"tvSeries",2744,"Uni.",29760613,1987,NA,"No","No","Mark Dakota Robinson","Zachary Bostrom","Bruce Davison","Brian Steele","Patrick Pinney","Courtney Peldon","Molly Cheek",NA,NA,NA
"342",4846,"Haven",7.6,33349,"Crime","Drama","Fantasy",60,"tvSeries",10858,"YFG",142483,2006,NA,"No","No","Richard Donat","Jayne Eastwood","Eric Balfour","Glenn Lefchak","Lucas Bryant","Adam Copeland",NA,NA,NA,NA
"343",4857,"Head Games",8.3,15,"Documentary",NA,NA,NA,"tvSeries",14499,"Vari.",14056,2012,NA,"No","No","Craig Keene","Keith Mackler","John Krasinski","Lanii Johnson","J. Michael Kent","Diodato Grisi",NA,NA,NA,NA
"344",4865,"Head Over Heels",7.5,12,"Comedy",NA,NA,30,"tvSeries",4688,"Uni.",10424470,2001,NA,"No","No","Mitchell Whitfield","Cindy Ambuehl",NA,NA,NA,NA,NA,NA,NA,NA
"345",4891,"Heartless",6.8,851,"Drama","Mystery",NA,60,"tvSeries",15920,"IFC",3697,2010,NA,"No","No","Allan Hyde","Frederikke Dahl Hansen","Julie Christiansen","Sebastian Jessen",NA,NA,NA,NA,NA,NA
"346",4900,"Heathers",5.5,2004,"Comedy","Crime","Drama",30,"tvSeries",7757,"NW",1108462,1989,NA,"No","No","Drew Droege","Brendan Scannell","Adwin Brown","Grace Victoria Cox","Jesse Leigh","Melanie Field","James Scully",NA,NA,NA
"347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",4914,"Heaven Help Us",6.8,39,"Comedy","Drama","Fantasy",60,"tvSeries",5480,"MGM",6070794,1985,NA,"No","No","Sharon Bunn","John Schneider","Ricardo Montalban","Terence Knox","Michael Spound","Melinda Clarke",NA,NA,NA,NA
"349",4921,"Heavy",7.3,92,"Reality-TV",NA,NA,NA,"tvSeries",8011,"Lions",941414,1996,NA,"No","No","Tom Arnold","Britny Fowler",NA,NA,NA,NA,NA,NA,NA,NA
"350",4934,"Heist",6.9,502,"Action","Crime","Drama",60,"tvSeries",3158,"WB",23510841,2001,NA,"No","No","David Walton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",4944,"Hell's Kitchen",7,17229,"Game-Show","Reality-TV",NA,42,"tvSeries",14756,"Cow.",11710,1999,NA,"No","No","Gordon Ramsay","Jason Thompson","Marino Monferrato","Scott Leibfried",NA,NA,NA,NA,NA,NA
"352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",4977,"Hercules",6.6,9073,"Action","Adventure","Animation",30,"tvSeries",752,"BV",99112101,1997,NA,"No","No","James Woods","French Stewart","Bobcat Goldthwait","Tate Donovan","Robert Stack","Matt Frewer","Frank Welker","Robert Costanzo",NA,NA
"355",4982,"Here and Now",6.8,4062,"Comedy","Drama",NA,60,"tvSeries",14519,"AMBI",13892,2018,NA,"No","No","Daniel Zovatto","Joe Williamson","Marwan Salama",NA,NA,NA,NA,NA,NA,NA
"356",5006,"Heroes",7.5,220565,"Drama","Fantasy","Sci-Fi",45,"tvSeries",2480,"Uni.",33500000,1977,NA,"No","No","Zachary Quinto","Hayden Panettiere","Masi Oka","Greg Grunberg","Sendhil Ramamurthy","Adrian Pasdar",NA,NA,NA,NA
"357",5009,"Heroes",6.7,7,"Drama",NA,NA,NA,"tvSeries",2480,"Uni.",33500000,1977,NA,"No","No","Suzanne Lee",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",5010,"Heroes",7.5,8344,"Drama",NA,NA,NA,"tvSeries",2480,"Uni.",33500000,1977,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",5055,"High Stakes",7.6,18,"Comedy",NA,NA,50,"tvSeries",15716,"Trim.",4780,1989,NA,"No","No","Richard Wilson","David Cann","Catherine Bailey","Elizabeth Marmur","Jason O'Mara","Ronan Vibert",NA,NA,NA,NA
"360",5061,"Higher Ground",8.2,1306,"Drama","Family",NA,60,"tvSeries",8160,"SPC",841733,2011,NA,"No","No","Jorge Vargas","Jewel Staite","Meghan Ory","A.J. Cook","Kyle Downes","Kandyse McClure","Joe Lando","Hayden Christensen",NA,NA
"361",5066,"Highlander",7.2,12552,"Action","Adventure","Fantasy",60,"tvSeries",5523,"Fox",5900000,1986,NA,"No","No","Michel Modo","Philip Akin","Alexandra Vandernoot","Elizabeth Gracen","Lisa Howard","Peter Wingfield",NA,NA,NA,NA
"362",5113,"Home Again",5.4,28,"Comedy",NA,NA,NA,"tvSeries",2891,"ORF",27020284,2017,NA,"No","No","Peter Egan","Susan Valentine","Nicola Bertram","Christine Adams","Sinéad Cusack","Tim Plester","Joseph Ashworth",NA,NA,NA
"363",5124,"Home Movies",8.1,8870,"Animation","Comedy","Drama",30,"tvSeries",11619,"UA",89134,1980,NA,"No","No","Jonathan Katz","Ron Lynch","Brendon Small","Melissa Bardin Galsky","H. Jon Benjamin","Laura Silverman","Janine Ditullio",NA,NA,NA
"364",5132,"Homefront",8.8,1003,"Drama","History","Romance",60,"tvSeries",3470,"ORF",20158898,2013,NA,"No","No","Wendy Phillips","Jessica Steen","Kyle Chandler","Dick Anthony Williams","Mimi Kennedy","Sammi Davis","Ken Jenkins","Harry O'Reilly",NA,NA
"365",5135,"Homeland",8.3,283891,"Crime","Drama","Mystery",55,"tvSeries",16167,"KL",2491,2016,NA,"No","No","Maury Sterling","Mandy Patinkin","Rupert Friend","Claire Danes","F. Murray Abraham","Damian Lewis","Morena Baccarin",NA,NA,NA
"366",5143,"Homicide",8.1,78,"Action","Crime","Drama",50,"tvSeries",6438,"Triu",2971661,1991,NA,"No","No","George Mallaby","Norman Yemm","Dennis Grosvenor",NA,NA,NA,NA,NA,NA,NA
"367",5189,"Hot Pursuit",7.3,33,"Drama",NA,NA,60,"tvSeries",2421,"WB (NL)",34580201,2015,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",5190,"Hot Pursuit",7.3,33,"Drama",NA,NA,60,"tvSeries",5975,"Par.",4215849,1987,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",5199,"Hotel",6.4,1100,"Drama","Romance",NA,60,"tvSeries",13370,"Inn.",29813,2003,NA,"No","No","James Brolin","Anne Baxter","Nathan Cook",NA,NA,NA,NA,NA,NA,NA
"370",5210,"Hotel Transylvania",5.2,419,"Animation","Comedy","Family",21,"tvSeries",374,"Sony",148313048,2012,NA,"No","No","Patrick McKenna","Joseph Motiki","Bryn McAuley","John McGrath","Dan Chameroy","Gage Munroe",NA,NA,NA,NA
"371",5217,"House Calls",6.4,89,"Comedy",NA,NA,30,"tvSeries",2813,"Uni.",28460702,1978,NA,"No","No","Deedy Peters","Ray Buktenica","Aneta Corsaut","Mark L. Taylor","Lynn Redgrave","Wayne Rogers","David Wayne",NA,NA,NA
"372",5219,"House of Cards",8.8,438306,"Drama",NA,NA,51,"tvSeries",9528,"Mira.",322871,1993,NA,"No","No","Michel Gill","Kevin Spacey","Lamont Easter","Derek Cecil",NA,NA,NA,NA,NA,NA
"373",5224,"House of Fools",7.4,1072,"Comedy",NA,NA,NA,"tvSeries",12302,"ParC",57862,2003,NA,"No","No","Reece Shearsmith","Rufus Jones","Daniel Simonsen","Vic Reeves","Matt Berry","Arabella Weir","Ellie White","Dan Renton Skinner","Bob Mortimer","Morgana Robinson"
"374",5236,"House Party",4.9,103,"Family",NA,NA,30,"tvSeries",2940,"NL",26385627,1990,NA,"No","No","Art Linkletter","Jack Slattery","Bob Crane","Jan Murray","Edith Head","Hedda Hopper",NA,NA,NA,NA
"375",5255,"How the West Was Won",8.2,1636,"Western",NA,NA,NA,"tvSeries",11852,"CRC",76729,1963,1963,"No","Yes","Warren J. Kemmerling","Pat Petersen","Bruce Boxleitner","Vicki Schreck","Kathryn Holcomb","Fionnula Flanagan","William Kirby Cullen",NA,NA,NA
"376",5283,"Hulk",6.6,787,"Action","Animation","Sci-Fi",NA,"tvSeries",458,"Uni.",132177234,2003,NA,"No","No","John Vernon","Max Ferguson","Paul Kligman","Paul Soles","Gillie Fenwick","Bernard Cowan","Peg Dixon",NA,NA,NA
"377",5309,"Hysteria",6.3,579,"Drama","Mystery",NA,NA,"tvSeries",7079,"SPC",1804139,2012,NA,"No","No","Josh Stewart","T.R. Knight","Ella Rae Peck",NA,NA,NA,NA,NA,NA,NA
"378",5365,"I Spy",7.1,1795,"Action","Adventure","Comedy",51,"tvSeries",2478,"Sony",33561137,2002,NA,"No","No","Larry Thor","Roger C. Carmel",NA,NA,NA,NA,NA,NA,NA,NA
"379",5368,"I Spy",6.8,43,"Animation",NA,NA,NA,"tvSeries",2478,"Sony",33561137,2002,NA,"No","No","Big Al","Ellen Lee","Tara Sands","Big Al",NA,NA,NA,NA,NA,NA
"380",5443,"Imagine That",4.2,17,"Comedy",NA,NA,30,"tvSeries",3897,"Par.",16123323,2009,NA,"No","No","Katey Sagal","Hank Azaria","Julia Schultz","David Pressman","Joshua Malina","Jayne Brook",NA,NA,NA,NA
"381",5454,"Impulse",7.5,6547,"Action","Sci-Fi",NA,50,"tvSeries",6523,"Fox",2773433,1984,NA,"No","No","Missi Pyle","David James Elliott","Matt Gordon",NA,NA,NA,NA,NA,NA,NA
"382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",5494,"In the House",6.7,820,"Comedy",NA,NA,30,"tvSeries",9243,"Cohen",389757,2013,NA,"No","No","Gabrielle Carmouche","Lark Voorhies","Ken Lawson","LL Cool J","Kim Wayans","Jeff Wood","Debbie Allen","Maia Campbell","Alfonso Ribeiro",NA
"384",5499,"In the Mix",5.1,19,"Music","News","Reality-TV",30,"tvSeries",4723,"Lions",10223896,2005,NA,"No","No","Amy Weber","Aikisha Holly","B.D. Freeman","Elizabeth Perry","Amy Paffrath","Kristi Wirz",NA,NA,NA,NA
"385",5586,"Insomnia",5.2,143,"Action","Drama",NA,50,"tvSeries",1202,"WB",67355513,2002,NA,"No","No","Matthew Bennett","Shaun Sipos","Dylan Everett","Alex Mallari Jr.","Ingeborga Dapkunaite",NA,NA,NA,NA,NA
