"","X1","title","averageRating","numVotes","genre1","genre2","genre3","runtimeMinutes","titleType","rank","studio","lifetime_gross","year","oscar_year","oscar_win","oscar_nom","actor1","actor2","actor3","actor4","actor5","actor6","actor7","actor8","actor9","actor10"
"1",12,"10 Items or Less",6.7,1233,"Comedy",NA,NA,30,"tvSeries",11723,"Think",83291,2006,NA,"No","No","John Lehr","Chris Payne Gilbert","Roberta Valderrama","Kirsten Gronfield","Jennifer Elise Cox","Greg Davis Jr.","Christopher Liam Moore","Bob Clendenin",NA,NA
"2",13,"10 Things I Hate About You",7.3,5403,"Comedy",NA,NA,30,"tvSeries",2206,"BV",38178166,1999,NA,"No","No","Meaghan Martin","Ethan Peck","Nicholas Braun","Larry Miller","Kyle Kaplan","Lindsey Shaw","Ally Maki",NA,NA,NA
"3",25,"12 Monkeys",7.6,36680,"Adventure","Drama","Mystery",42,"tvSeries",1470,"Uni.",57141459,1995,NA,"No","No","Emily Hampshire","Amanda Schull","Noah Bean","Barbara Sukowa","Todd Stashwick","Kirk Acevedo","Aaron Stanford","Andrew Gillies",NA,NA
"4",38,"15 Minutes",7,11,"Comedy","Music","Talk-Show",30,"tvSeries",3100,"NL",24403552,2001,NA,"No","No","Debbie Harry","Peter Kwaloff","Suzie Zabrowska","Eleanor Antin","Downtown Julie Brown","John Epperson",NA,NA,NA,NA
"5",71,"21 Jump Street",7.2,10025,"Crime","Drama","Mystery",60,"tvSeries",423,"Sony",138447667,2012,NA,"No","No","Michael Bendetti","Dustin Nguyen","Peter DeLuise","Holly Robinson Peete","Johnny Depp","Sal Jenco","Richard Grieco",NA,NA,NA
"6",137,"9 to 5",6.3,299,"Comedy",NA,NA,30,"tvSeries",683,"Fox",103290500,1980,NA,"No","No","Rita Moreno","Rachel Dennison","Edward Winter","Valerie Curtin","Jean Marsh","Peter Evans","Sally Struthers","Fred Applegate","Peter Bonerz","Art Evans"
"7",191,"A Fine Romance",7,553,"Comedy","Romance",NA,30,"tvSeries",14278,"Castle",16497,1992,NA,"No","No","Richard Warwick","Karl Howman","George Tovey","Michael Williams","Judi Dench","Susan Penhaligon","Geoffrey Rose",NA,NA,NA
"8",192,"A Fine Romance",8.5,54,"Drama","Romance",NA,60,"tvSeries",14278,"Castle",16497,1992,NA,"No","No","Sanford Jensen","Ernie Sabella","Susan Wooldridge",NA,NA,NA,NA,NA,NA,NA
"9",230,"A League of Their Own",7.9,1138,"Comedy","Game-Show","Sport",45,"tvSeries",645,"Sony",107533928,1992,NA,"No","No","Jack Whitehall",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",231,"A League of Their Own",5.8,86,"Comedy","Sport",NA,30,"tvSeries",645,"Sony",107533928,1992,NA,"No","No","Tracy Reiner","Tracy Nelson","Wendy Makkena","Katie Rich","Carey Lowell","Sam McMurray","Christine Elise",NA,NA,NA
"11",239,"A Little Princess",8.1,70,"Drama",NA,NA,25,"tvSeries",4768,"WB",10015449,1995,NA,"No","No","Gaynor Hodgson","Karen White","Margery Withers","Alison Glennie","Lesley Dunlop","Gillian McCutcheon","Deborah Makepeace",NA,NA,NA
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",369,"About a Boy",7.4,7815,"Comedy","Drama","Romance",22,"tvSeries",2044,"Uni.",41385278,2002,NA,"No","No","Chris Diamantopoulos","Annie Mumolo","Benjamin Stockham","Aaron Fernando","Al Madrigal","Izabela Vidovic",NA,NA,NA,NA
"16",386,"Absolute Power",8.1,869,"Comedy",NA,NA,29,"tvSeries",1712,"Sony",50068310,1997,NA,"No","No","Stephen Fry","John Bird","James Lance","Kirsty Wark","Nicholas Burns","Angus Deayton",NA,NA,NA,NA
"17",394,"Ace Ventura: Pet Detective",5.6,698,"Animation","Comedy","Family",30,"tvSeries",1103,"WB",72217396,1994,NA,"No","No","Michael Daingerfield","Pam Hyatt","Richard Binsley","Vince Corazza","Ron Pardo","Bruce Tubbe","James Rankin","D.G. Beatty",NA,NA
"18",440,"After Hours",8.4,265,"Comedy",NA,NA,NA,"tvSeries",4654,"WB",10609321,1985,NA,"No","No","Anthony Clark","Soren Bowie","Michael Swaim","Katie Willert","Matt Barrs","Bret Herholz",NA,NA,NA,NA
"19",442,"After Life",8.4,42953,"Comedy","Drama",NA,30,"tvSeries",8218,"AL",801985,1999,NA,"No","No","Tom Basden","Mandeep Dhillon","Ricky Gervais","Roisin Conaty","Tony Way","Diane Morgan","David Bradley","Joe Wilkinson","Kerry Godliman","Tommy Finnegan"
"20",477,"Air America",4.9,125,"Action","Adventure",NA,60,"tvSeries",2649,"TriS",31053601,1990,NA,"No","No","Lorenzo Lamas","Shauna Sand","John Bennett Perry","Diana Barton","Gilbert Montoya","Gary Hudson","Gary Wood","Arthur Roberts",NA,NA
"21",492,"Airport",7.2,86,"Documentary",NA,NA,30,"tvSeries",731,"Uni.",100489151,1970,1970,"No","Yes","Rudy Giuliani","John Nettles","Jeremy Spake","Liza Tarbuck","Billy Connolly","Richard Harris","Lennox Lewis",NA,NA,NA
"22",500,"Aladdin",7.3,8838,"Action","Adventure","Animation",30,"tvSeries",173,"BV",217350219,1992,NA,"No","No","Val Bettin","Ed Gilbert","Quinton Flynn","Frank Welker","Jason Alexander",NA,NA,NA,NA,NA
"23",521,"Alice",7.6,143,"Drama",NA,NA,60,"tvSeries",5192,"Orion",7331647,1990,NA,"No","No","Andréia Horta","Walderez de Barros",NA,NA,NA,NA,NA,NA,NA,NA
"24",522,"Alice",6.8,3446,"Comedy",NA,NA,30,"tvSeries",5192,"Orion",7331647,1990,NA,"No","No","Polly Holliday","Celia Weston","Vic Tayback","Marvin Kaplan",NA,NA,NA,NA,NA,NA
"25",532,"Alien Nation",6.8,4422,"Crime","Drama","Sci-Fi",60,"tvSeries",3031,"Fox",25216243,1988,NA,"No","No","Ron Fassler","Jeffrey Marcus","Lauren Woodland","Sean Six","Gary Graham","Michele Scarabelli","Terri Treas",NA,NA,NA
"26",545,"All About Eve",7.9,13,"Drama",NA,NA,45,"tvSeries",12147,"Fox",63463,1950,NA,"No","No","Richard Gomez","Jean Garcia","Celia Rodriguez","Eula Valdez","Eric Quizon","Mark Anthony Fernandez","Sunshine Dizon",NA,NA,NA
"27",573,"All Saints",6.9,1048,"Drama",NA,NA,60,"tvSeries",5548,"Affirm",5802208,2017,NA,"No","No","John Howard","Tammy Macintosh","Erik Thomson","Libby Tanner","Judith McGrath","Ben Tari","Georgie Parker","Martin Lynes",NA,NA
"28",597,"Almost Human",8,45973,"Action","Crime","Drama",60,"tvSeries",15167,"IFC",8447,2014,NA,"No","No","Anthony Konechny","Karl Urban","Lili Taylor","Michael Irby",NA,NA,NA,NA,NA,NA
"29",635,"Amazing Grace",4.2,17,"Drama",NA,NA,60,"tvSeries",3352,"IDP",21250683,2007,NA,"No","No","Lorraine Toussaint","Gavin Harrison","Dave LaBrucherie","Dan Lauria","Marguerite Moreau",NA,NA,NA,NA,NA
"30",641,"Amen",6.8,1324,"Comedy",NA,NA,30,"tvSeries",9801,"Kino",274299,2003,NA,"No","No","Anna Maria Horsford","Roz Ryan","Barbara Montgomery","Clifton Davis","Bumper Robinson","Sherman Hemsley","Jester Hairston",NA,NA,NA
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",652,"American Casino",8.2,55,"Documentary",NA,NA,60,"tvSeries",12538,"Argo.",50437,2009,NA,"No","No","Staind","LL Cool J","Tito Ortiz","Chuck Liddell",NA,NA,NA,NA,NA,NA
"33",655,"American Dream",6.2,14,"Drama",NA,NA,60,"tvSeries",9833,"Mira.",269823,1992,NA,"No","No","Michael Hershewe","Stephen Macht","Hans Conried","Karen Carlson","Timothy Owen Waldrip","George Barrow",NA,NA,NA,NA
"34",658,"American Dreamer",6.7,41,"Comedy",NA,NA,30,"tvSeries",5743,"WB",5021751,1984,NA,"No","No","Margaret Welsh","Chay Lentin","Johnny Galecki","Brice Beckham","Carol Kane","Christine Ebersole",NA,NA,NA,NA
"35",702,"American Woman",6.2,1135,"Comedy",NA,NA,30,"tvSeries",10049,"RAtt.",236637,2019,NA,"No","No","Jonathan Chase","Tobias Jelinek","Jennifer Bartels","Cheyenne Jackson",NA,NA,NA,NA,NA,NA
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",769,"Anastasia",6.5,123,"Drama","Romance",NA,45,"tvSeries",1428,"Fox",58406347,1997,NA,"No","No","Mirto Alikaki","Gerasimos Skiadaressis","Eirini Koumarianou","Alkis Kourkoulos","Dimitris Yannopoulos","Michele Valley","Marianna Toumasatou",NA,NA,NA
"38",783,"Angel",7.9,60559,"Action","Drama","Fantasy",44,"tvSeries",3737,"NW",17488564,1984,NA,"No","No","Vincent Kartheiser",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",786,"Angel",7.9,27,"Comedy",NA,NA,30,"tvSeries",3737,"NW",17488564,1984,NA,"No","No","Don Keefer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",790,"Angel Eyes",7.5,306,"Drama",NA,NA,NA,"tvSeries",3112,"WB",24174218,2001,NA,"No","No","Ji-seok Kim","Seung-Hyun Lee","Ae-ri Jung","Ye-Joo Yoon",NA,NA,NA,NA,NA,NA
"41",801,"Anger Management",6.6,29135,"Comedy","Romance",NA,22,"tvSeries",436,"SonR",135645823,2003,NA,"No","No","Shawnee Smith","Derek Richardson","Daniela Bobadilla","Charlie Sheen","Selma Blair","Barry Corbin",NA,NA,NA,NA
"42",807,"Animal Kingdom",8.2,19962,"Crime","Drama",NA,60,"tvSeries",7852,"SPC",1044039,2010,NA,"No","No","Scott Speedman","Carolina Guerra","Jake Weary","Molly Gordon","Ellen Barkin","Shawn Hatosy","Finn Cole","Aamya Deva Keroles",NA,NA
"43",824,"Anna and the King",7.3,385,"Comedy","Romance",NA,30,"tvSeries",2151,"Fox",39263420,1999,NA,"No","No","Heidi Lee","Philip Ahn","Eric Shea","Tracy Lee","Lisa Lu","Brian Tochi","Keye Luke",NA,NA,NA
"44",827,"Anna Karenina",7.4,17,"Drama","Romance",NA,90,"tvSeries",4341,"Focus",12816367,2012,NA,"No","No","Chubi del Rosario","Tanya Garcia","Kim de los Santos",NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",873,"Any Day Now",8.4,621,"Drama",NA,NA,60,"tvSeries",10301,"MBox",201395,2012,NA,"No","No","Olivia Friedman","Shari Dyon Perry","Nancy McLoughlin","Chris Mulkey","Lorraine Toussaint","Donzaleigh Abernathy","Dan Byrd",NA,NA,NA
"47",878,"Anything But Love",6.9,367,"Comedy",NA,NA,30,"tvSeries",11757,"IDP",81451,2003,NA,"No","No","Joseph Maher","Jamie Lee Curtis","Richard Lewis","Bruce Weitz","Holly Fulger","Richard Frank","Ann Magnuson",NA,NA,NA
"48",899,"Aquaman",7.1,426,"Action","Adventure","Animation",30,"tvSeries",60,"WB",335061807,2018,NA,"No","No","Pat Harrington Jr.","Marvin Miller","Bud Collyer","Ray Owens","Tommy Cook","Vic Perrin","Ted Knight",NA,NA,NA
"49",902,"Aquarius",7.1,10263,"Biography","Crime","Drama",42,"tvSeries",9729,"Vita.",285930,2016,NA,"No","No","David Duchovny","Claire Holt","Michaela McManus","Brían F. O'Byrne","Ambyr Childers","Emma Dumont","Gethin Anthony",NA,NA,NA
"50",911,"Are We There Yet?",5.4,1403,"Comedy",NA,NA,30,"tvSeries",926,"SonR",82674398,2005,NA,"No","No","Coy Stewart","Teala Dunn","Shad Moss","Christian Finnegan","Terry Crews","Essence Atkins","Keesha Sharp","Joseph D'Onofrio",NA,NA
"51",921,"Armadillo",7.3,228,"Drama",NA,NA,NA,"tvSeries",14445,"Lorb.",14566,2011,NA,"No","No","Neil Pearson","James Fox","James Frain","Moses Rockman","Paterson Joseph","Victor McGuire","Hugh Bonneville","Stephen Rea","Catherine McCormack","Trevor Peacock"
"52",940,"Arthur",7.3,11103,"Adventure","Animation","Comedy",30,"tvSeries",771,"WB",95461682,1981,NA,"No","No","Bruce Dinsmore","Tamar Kozlov","Arthur Holden","Daniel Brochu","J.T. Turner","Melissa Altro",NA,NA,NA,NA
"53",998,"Aurora",6.9,168,"Crime",NA,NA,NA,"tvSeries",15574,"CGld",5677,2011,NA,"No","No","Mirla Pereira","Christian Lopez","Sara Maldonado","Jorge Luis Pila","Dennis Mencia","Santiago Lopez",NA,NA,NA,NA
"54",1031,"Awake",7.9,19934,"Drama","Fantasy","Mystery",43,"tvSeries",4128,"MGM/W",14377198,2007,NA,"No","No","Wilmer Valderrama","BD Wong","Dylan Minnette","Michaela McManus","Laura Innes","Steve Harris","Jason Isaacs",NA,NA,NA
"55",1052,"Babel",6.6,25,"Drama","Mystery",NA,NA,"tvSeries",2438,"ParV",34302837,2006,2006,"No","Yes","Seung-hyeong Lee","Jae-hee Song","Won-Geun Song","Hae-sook Kim","Si-eun Ha",NA,NA,NA,NA,NA
"56",1055,"Baby Blues",6.7,285,"Animation","Comedy",NA,30,"tvSeries",14221,"N/A",17234,2008,NA,"No","No","Joel Murray","Nicole Sullivan","Elizabeth Daily","Arabella Field","Julia Sweeney","Mike O'Malley","Kath Soucie",NA,NA,NA
"57",1057,"Baby Boom",5.8,76,"Comedy",NA,NA,30,"tvSeries",2916,"UA",26712476,1987,NA,"No","No","Joy Behar","Jane Elliot","Susie Essman","Daniel Bardol","Michelle Kennedy","Robyn Peterson","Kristina Kennedy","Sam Wanamaker",NA,NA
"58",1070,"Back Roads",7,10,"Adventure","Documentary","History",NA,"tvSeries",4481,"WB",11809387,1981,NA,"No","No","Heather Ewart",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",1074,"Back to the Future",6.3,1249,"Adventure","Animation","Family",23,"tvSeries",188,"Uni.",210609762,1985,NA,"No","No","David Kaufman","Bill Nye","Cathy Cavadini","Dan Castellaneta","Mary Steenburgen","Josh Keaton",NA,NA,NA,NA
"60",1085,"Backstage",6.8,683,"Drama",NA,NA,30,"tvSeries",7646,"Mira.",1191835,2000,NA,"No","No","Matthew Isen","Devyn Nekoda",NA,NA,NA,NA,NA,NA,NA,NA
"61",1087,"Backstage",6.7,25,"Comedy",NA,NA,15,"tvSeries",7646,"Mira.",1191835,2000,NA,"No","No","Ole Boisen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",1090,"Bad Boys",6.8,20,"Comedy",NA,NA,NA,"tvSeries",1245,"Sony",65807024,1995,NA,"No","No","Rab Affleck","Alex Baillie-Hamilton","Sally Howitt","Gary Grochla","Ruth McGhie",NA,NA,NA,NA,NA
"63",1101,"Bad Education",7.4,8739,"Comedy",NA,NA,30,"tvSeries",5700,"SPC",5211842,2004,NA,"No","No","Nikki Runeckles","Ethan Lawrence","Mathew Horne","Jack Binstead","Sarah Solemani","Charlie Wernham","Layton Williams",NA,NA,NA
"64",1104,"Bad Girls",7.9,1754,"Crime","Drama",NA,90,"tvSeries",4001,"Fox",15240435,1994,NA,"No","No","Victoria Alcock","Kika Mirylees","Victoria Bush",NA,NA,NA,NA,NA,NA,NA
"65",1123,"Bad Teacher",5.2,2586,"Comedy",NA,NA,30,"tvSeries",739,"Sony",100292856,2011,NA,"No","No","Sara Gilbert","Caitlin Kimball","Seaonna Chanadet","Ryan Hansen","Grace Kaufman","Sara Rodier",NA,NA,NA,NA
"66",1128,"Bagdad Cafe",6.9,274,"Comedy",NA,NA,30,"tvSeries",6195,"Isld",3587303,1988,NA,"No","No","Monica Calhoun","Senait Ashenafi","James Gammon","Michael Dempsey","William Shockley","Jean Stapleton","Scott Lawrence","Sam Whipple","Whoopi Goldberg","Cleavon Little"
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",1199,"Batman",7.5,17153,"Action","Adventure","Comedy",25,"tvSeries",124,"WB",251348343,1989,NA,"No","No","Madge Blake","Neil Hamilton","Burt Ward","Yvonne Craig","Stafford Repp",NA,NA,NA,NA,NA
"69",1220,"Baywatch",5.2,23171,"Action","Adventure","Crime",60,"tvSeries",1438,"Par.",58060186,2017,NA,"No","No","Chris Fiore","Pamela Anderson","David Hasselhoff","Michael Newman","Jeremy Jackson","Gregory Alan Williams","Yasmine Bleeth",NA,NA,NA
"70",1233,"Beast",8,70,"Comedy",NA,NA,29,"tvSeries",8221,"RAtt.",800365,2018,NA,"No","No","Sylvestra Le Touzel","Alexander Armstrong","Lucy Akhurst","Ewan Bailey","Emma Pierson",NA,NA,NA,NA,NA
"71",1254,"Beautiful People",8.3,1157,"Comedy",NA,NA,NA,"tvSeries",9860,"Trim.",264292,2000,NA,"No","No","Sarah Niles","Aidan McArdle","Layton Williams",NA,NA,NA,NA,NA,NA,NA
"72",1255,"Beautiful People",6.9,1107,"Drama","Romance",NA,NA,"tvSeries",9860,"Trim.",264292,2000,NA,"No","No","Torrey DeVitto","Daphne Zuniga",NA,NA,NA,NA,NA,NA,NA,NA
"73",1259,"Beauty and the Beast",7,5691,"Crime","Drama","Fantasy",60,"tvSeries",167,"BV",218967620,1991,1991,"No","Yes","Ellen Geer","Ron Perlman","Roy Dotrice",NA,NA,NA,NA,NA,NA,NA
"74",1260,"Beauty and the Beast",6.2,13,"Music","Talk-Show",NA,60,"tvSeries",167,"BV",218967620,1991,1991,"No","Yes","Stan Zemanek","John Cass","Mieke Buchan",NA,NA,NA,NA,NA,NA,NA
"75",1264,"Beauty and the Beast",7.1,33656,"Drama","Horror","Romance",60,"tvSeries",167,"BV",218967620,1991,1991,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",1277,"Bed of Roses",6.5,156,"Drama",NA,NA,NA,"tvSeries",3574,"NL",19030691,1996,NA,"No","No","Kaarin Fairfax","Jay Laga'aia","Julia Blake","Kerry Armstrong","Caroline Gillmer",NA,NA,NA,NA,NA
"78",1286,"Beethoven",5.3,157,"Animation","Comedy","Family",NA,"tvSeries",1472,"Uni.",57114049,1992,NA,"No","No","Dean Jones","Bill Fagerbakke","Tress MacNeille","Joel Murray","Nicholle Tom","Joe Pantoliano",NA,NA,NA,NA
"79",1289,"Beetlejuice",7.3,6256,"Adventure","Animation","Comedy",22,"tvSeries",1072,"WB",74220408,1988,NA,"No","No","Tabitha St. Germain","Ron Rubin","Alyson Court","Elizabeth Hanna","Stephen Ouimette","Len Carlson","Keith Knight","Roger Dunn",NA,NA
"80",1316,"Being Human",7.5,23523,"Drama","Fantasy","Horror",44,"tvSeries",7306,"WB",1519366,1994,NA,"No","No","Meaghan Rath","Gianpaolo Venuta","Sam Witwer","Sam Huntington","Connor Price","Mark Pellegrino",NA,NA,NA,NA
"81",1317,"Being Human",7.8,23030,"Comedy","Drama","Fantasy",60,"tvSeries",7306,"WB",1519366,1994,NA,"No","No","Paul Kasey","Michael Socha","Lenora Crichlow","Donald Sumpter",NA,NA,NA,NA,NA,NA
"82",1330,"Believe",7.1,14012,"Drama","Fantasy","Sci-Fi",43,"tvSeries",5446,"ORF",6206566,2013,NA,"No","No","Jamie Chung","Jake McLaughlin","Arian Moayed","Delroy Lindo","Katie McClellan","Johnny Sequoyah","Kyle MacLachlan",NA,NA,NA
"83",1390,"Betrayed",8,210,"Crime",NA,NA,NA,"tvSeries",2982,"UA",25816139,1988,NA,"No","No","Thomas Pierre Maddox","William ""Will"" Daubert","Alexi Stavrou",NA,NA,NA,NA,NA,NA,NA
"84",1414,"Bewitched",7.5,14948,"Comedy","Family","Fantasy",25,"tvSeries",1312,"Sony",63313159,2005,NA,"No","No","Erin Murphy","Sandra Gould","Dick York","George Tobias",NA,NA,NA,NA,NA,NA
"85",1447,"Big Brother",2.7,82,"Game-Show","Reality-TV",NA,NA,"tvSeries",11677,"WGUSA",85624,2018,NA,"No","No","Betty Owczarek",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",1448,"Big Brother",4.1,2581,"Game-Show","Reality-TV",NA,60,"tvSeries",11677,"WGUSA",85624,2018,NA,"No","No","Imogen Thomas","Davina McCall","Glyn Wise",NA,NA,NA,NA,NA,NA,NA
"87",1449,"Big Brother",3.3,56,"Game-Show","Reality-TV",NA,NA,"tvSeries",11677,"WGUSA",85624,2018,NA,"No","No","Niki Kunchev",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",1450,"Big Brother",2.5,20,"Reality-TV",NA,NA,NA,"tvSeries",11677,"WGUSA",85624,2018,NA,"No","No","Klaudiusz Sevkovic","Grzegorz Mielec",NA,NA,NA,NA,NA,NA,NA,NA
"89",1451,"Big Brother",2,286,"Game-Show","Reality-TV",NA,NA,"tvSeries",11677,"WGUSA",85624,2018,NA,"No","No","Daniel Küblböck",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",1452,"Big Brother",2.1,85,"Game-Show","Reality-TV",NA,60,"tvSeries",11677,"WGUSA",85624,2018,NA,"No","No","Andreas Mikroutsikos","Kostas Bovolos",NA,NA,NA,NA,NA,NA,NA,NA
"91",1453,"Big Brother",3.6,684,"Game-Show","Music","Reality-TV",25,"tvSeries",11677,"WGUSA",85624,2018,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",1454,"Big Brother",1.7,31,"Game-Show","Reality-TV",NA,NA,"tvSeries",11677,"WGUSA",85624,2018,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1456,"Big Brother",2.2,73,"Game-Show","Reality-TV",NA,NA,"tvSeries",11677,"WGUSA",85624,2018,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1457,"Big Brother",5.3,9292,"Game-Show","Reality-TV",NA,44,"tvSeries",11677,"WGUSA",85624,2018,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",1475,"Big Night",3.9,13,"Comedy","Game-Show","Music",NA,"tvSeries",4457,"Gold.",12008376,1996,NA,"No","No","Dolly Parton","Pam Ayres","Alyn Ainsworth","Rod Hull","Cleo Laine","Russ Abbot","Sammy Davis Jr.",NA,NA,NA
"96",1478,"Big Shots",7.4,1462,"Drama",NA,NA,60,"tvSeries",6271,"Fox",3390043,1987,NA,"No","No","Dylan McDermott","Amy Sloan","Peyton List","Michael Vartan","Paige Turco","Joshua Malina","Jessica Collins",NA,NA,NA
"97",1482,"Big Time",2.9,18,"Comedy",NA,NA,60,"tvSeries",15323,"Abr.",7347,2017,NA,"No","No","Matt Alaeddine","Nicole Albino","Jamai Fisher",NA,NA,NA,NA,NA,NA,NA
"98",1509,"Bingo",5.8,8,"Game-Show",NA,NA,30,"tvSeries",4950,"TriS",8667684,1991,NA,"No","No","Dorian Steidl","Marie Christine Giuliani",NA,NA,NA,NA,NA,NA,NA,NA
"99",1512,"Bird of Prey",8.4,134,"Thriller",NA,NA,50,"tvSeries",15929,"N.Arts",3652,1996,NA,"No","No","Jeremy Child","Eddie Mineo","Nigel Davenport","Richard Griffiths","Trevor Martin","Roger Sloman","Richard Ireson","Guido Adorni",NA,NA
"100",1517,"Birdman",6.8,762,"Action","Adventure","Animation",30,"tvSeries",2006,"FoxS",42340598,2014,NA,"No","No","Dick Beals","Keith Andes","Mike Road","John Stephenson","Virginia Eiler","Vic Perrin","Ted Cassidy","Don Messick",NA,NA
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",1535,"Black",8.1,1837,"Crime","Drama","Fantasy",50,"tvSeries",8311,"Yash",754819,2005,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",1549,"Black Dynamite",8.1,3592,"Action","Adventure","Animation",22,"tvSeries",10013,"App.",242578,2009,NA,"No","No","Eric Bauza","Debra Wilson","Jonathan Kite","Kym Whitley","Orlando Jones","Byron Minns",NA,NA,NA,NA
"104",1557,"Black Gold",6.2,180,"Documentary","Reality-TV",NA,60,"tvSeries",11536,"CalN",93477,2006,NA,"No","No","Thom Beers","Rooster McConaughey",NA,NA,NA,NA,NA,NA,NA,NA
"105",1612,"Blind",9,5,"Comedy","Drama",NA,NA,"tvSeries",14660,"VE",12522,2017,NA,"No","No","Crystal Moran","Ryan Light","Kurt Winter","Blake Doyle","Matt Castley",NA,NA,NA,NA,NA
"106",1617,"Blind Date",5.7,334,"Comedy","Reality-TV","Romance",30,"tvSeries",2148,"TriS",39321715,1987,NA,"No","No","Ava Cadell",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",1618,"Blind Date",4.2,5,"Game-Show",NA,NA,30,"tvSeries",2148,"TriS",39321715,1987,NA,"No","No","Jan Murray","Rex Marshall","Ray Bloch",NA,NA,NA,NA,NA,NA,NA
"108",1646,"Blood Ties",7.2,5961,"Drama","Fantasy","Horror",60,"tvSeries",16105,"ALP",2760,2011,NA,"No","No","Keith Dallas","Françoise Yip","Kyle Schmid","Eileen Pedde","Christina Cox","Nimet Kanji","Gina Holden","Dylan Neal",NA,NA
"109",1655,"Bloodline",8,39680,"Drama","Thriller",NA,60,"tvSeries",12114,"CLS",64698,2008,NA,"No","No","Sissy Spacek","Norbert Leo Butz","Jacinda Barrett",NA,NA,NA,NA,NA,NA,NA
"110",1670,"Blue",7.9,1104,"Drama",NA,NA,30,"tvSeries",7475,"Mira.",1324974,1993,NA,"No","No","Uriah Shelton","James Morrison","Julia Stiles","Brooklyn Lowe","Jacob Vargas","Brian Shortall",NA,NA,NA,NA
"111",1679,"Blue City",5.8,34,"Crime","Drama",NA,30,"tvSeries",5285,"Par.",6947787,1986,NA,"No","No","Adam Lindo","Christopher Pickhardt","Chris Bryant","Dwayne Parker","Jason James","Constantin Tripes","Boris Diaz",NA,NA,NA
"112",1696,"Blue Steel",8.6,20,"Adventure","Comedy","Fantasy",NA,"tvSeries",5027,"MGM",8217997,1990,NA,"No","No","George Choat","Melanie Ayres","Lawrence Essex","Heather Russell-Kay","Connor Delaney","Saif Shah",NA,NA,NA,NA
"113",1700,"Blue Thunder",6.1,1338,"Action","Crime","Drama",60,"tvSeries",2007,"Col.",42313354,1983,NA,"No","No","George Gaynes","Scott Hylands","Ted Hamilton","Dick Butkus","Bubba Smith","Sandy McPeak","Ann Cooper",NA,NA,NA
"114",1725,"Body of Evidence",7.3,103,"Crime","Documentary",NA,30,"tvSeries",4275,"MGM",13273595,1993,NA,"No","No","Steven Binko","Michael Hannon",NA,NA,NA,NA,NA,NA,NA,NA
"115",1735,"Bodyguard",8.2,72709,"Crime","Drama","Thriller",60,"tvSeries",7056,"Relbig.",1834384,2011,NA,"No","No","Richard Riddell","Vincent Franklin","Ash Tandon",NA,NA,NA,NA,NA,NA,NA
"116",1756,"Bones",7.8,131358,"Comedy","Crime","Drama",40,"tvSeries",5195,"NL",7316658,2001,NA,"No","No","John Francis Daley","Tamara Taylor","John Boyd","Eric Millegan","Patricia Belcher","Michaela Conlin","David Boreanaz",NA,NA,NA
