"","X1","title","averageRating","numVotes","genre1","genre2","genre3","runtimeMinutes","titleType","rank","studio","lifetime_gross","year","oscar_year","oscar_win","oscar_nom","actor1","actor2","actor3","actor4","actor5","actor6","actor7","actor8","actor9","actor10"
"1",1,"'71",7.2,46832,"Action","Crime","Drama",99,"movie",7539,"RAtt.",1270847,2015,NA,"No","No","Jack O'Connell","Sean Harris","Sam Reid","Paul Popplewell",NA,NA,NA,NA,NA,NA
"2",2,"'R Xmas",5.8,1200,"Crime","Drama",NA,85,"movie",16452,"Path.",850,2002,NA,"No","No","Lisa Valens","Ice-T","Lillo Brancato","Drea de Matteo",NA,NA,NA,NA,NA,NA
"3",3,"'Round Midnight",7.4,4338,"Drama","Music",NA,133,"movie",6315,"WB",3272593,1986,NA,"No","No","François Cluzet","Gabrielle Haker","Sandra Reaves-Phillips","Dexter Gordon",NA,NA,NA,NA,NA,NA
"4",4,"'Tis Autumn: The Search for Jackie Paris",7.2,59,"Documentary",NA,NA,100,"movie",16345,"OutF",1476,2007,NA,"No","No","Peter Bogdanovich","Harlan Ellison",NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"(500) Days of Summer",7.7,446981,"Comedy","Drama","Romance",95,"movie",2553,"FoxS",32391374,2009,NA,"No","No","Chloë Grace Moretz","Joseph Gordon-Levitt","Zooey Deschanel","Geoffrey Arend",NA,NA,NA,NA,NA,NA
"6",6,"(Untitled)",6.3,2039,"Comedy","Drama","Music",96,"movie",10086,"Gold.",230600,2009,NA,"No","No","Marley Shelton","Lucy Punch","Eion Bailey","Adam Goldberg",NA,NA,NA,NA,NA,NA
"7",7,"$9.99",6.7,3060,"Animation","Drama","Fantasy",78,"movie",12475,"Reg.",52384,2008,NA,"No","No","Geoffrey Rush","Anthony LaPaglia","Barry Otto","Samuel Johnson",NA,NA,NA,NA,NA,NA
"8",8,"10",6.1,14228,"Comedy","Romance",NA,122,"movie",1064,"WB",74865517,1979,NA,"No","No","Bo Derek","Dudley Moore","Julie Andrews","Robert Webber",NA,NA,NA,NA,NA,NA
"9",9,"10 Cloverfield Lane",7.2,266499,"Drama","Horror","Mystery",103,"movie",1108,"Par.",72082998,2016,NA,"No","No","Mary Elizabeth Winstead","John Gallagher Jr.","John Goodman","Douglas M. Griffin",NA,NA,NA,NA,NA,NA
"10",10,"10 Days in a Madhouse",6.7,1136,"Drama",NA,NA,111,"movie",14439,"CafeP",14616,2015,NA,"No","No","Kelly LeBrock","Christopher Lambert","Julia Chantrey","Caroline Barry",NA,NA,NA,NA,NA,NA
"11",11,"10 Items or Less",6.6,13887,"Comedy","Drama",NA,82,"movie",11723,"Think",83291,2006,NA,"No","No","Morgan Freeman","Jonah Hill",NA,NA,NA,NA,NA,NA,NA,NA
"12",14,"10 Things I Hate About You",7.3,274539,"Comedy","Drama","Romance",97,"movie",2206,"BV",38178166,1999,NA,"No","No","Larisa Oleynik","Heath Ledger","Joseph Gordon-Levitt",NA,NA,NA,NA,NA,NA,NA
"13",15,"10 to Midnight",6.3,5964,"Crime","Drama","Thriller",101,"movie",5234,"MGM",7175592,1983,NA,"No","No","Charles Bronson","Gene Davis","Andrew Stevens","Lisa Eilbacher",NA,NA,NA,NA,NA,NA
"14",16,"10 Years",6.1,22745,"Comedy","Drama","Romance",100,"movie",10285,"Anch.",203373,2012,NA,"No","No","Chris Pratt","Rosario Dawson","Jenna Dewan","Channing Tatum",NA,NA,NA,NA,NA,NA
"15",17,"100 Bloody Acres",6,3507,"Comedy","Horror",NA,91,"movie",15465,"DR",6388,2013,NA,"No","No","Anna McGahan","Damon Herriman","Angus Sampson","Oliver Ackland",NA,NA,NA,NA,NA,NA
"16",18,"101 Dalmatians",5.7,94226,"Adventure","Comedy","Crime",103,"movie",386,"Dis.",144880014,1961,NA,"No","No","Glenn Close","Jeff Daniels","Joan Plowright","Joely Richardson",NA,NA,NA,NA,NA,NA
"17",19,"102 Dalmatians",4.9,32445,"Adventure","Comedy","Family",100,"movie",1216,"BV",66957026,2000,NA,"No","No","Alice Evans","Ioan Gruffudd","Glenn Close","Gérard Depardieu",NA,NA,NA,NA,NA,NA
"18",20,"102 Not Out",7.5,5113,"Comedy","Drama",NA,102,"movie",7449,"Sony",1343797,2018,NA,"No","No","Vijay Raaz","Rishi Kapoor","Ashok Pathak","Amitabh Bachchan",NA,NA,NA,NA,NA,NA
"19",21,"10th & Wolf",6.4,5922,"Crime","Drama","Thriller",107,"movie",12388,"Think",54702,2006,NA,"No","No","Brad Renfro","Piper Perabo","Giovanni Ribisi","James Marsden",NA,NA,NA,NA,NA,NA
"20",22,"10x10",5,5664,"Thriller",NA,NA,88,"movie",16205,"VE",2263,2018,NA,"No","No","Luke Evans","Olivia Chenery","Noel Clarke","Kelly Reilly",NA,NA,NA,NA,NA,NA
"21",23,"11-11-11",3.9,11777,"Horror","Mystery","Thriller",90,"movie",13204,"Rocket",32771,2011,NA,"No","No","Michael Landes","Brendan Price","Wendy Glenn","Timothy Gibbs",NA,NA,NA,NA,NA,NA
"22",24,"12",7.7,13311,"Crime","Drama","Thriller",159,"movie",11059,"SPC",125120,2009,NA,"No","No","Sergey Makovetskiy","Nikita Mikhalkov","Sergey Garmash","Apti Magamaev",NA,NA,NA,NA,NA,NA
"23",26,"12 O'Clock Boys",6.4,1229,"Biography","Crime","Documentary",76,"movie",11735,"Osci.",82614,2014,NA,"No","No","Funmi Sodipo","Pug",NA,NA,NA,NA,NA,NA,NA,NA
"24",27,"12 Rounds",5.6,26156,"Action","Crime","Thriller",108,"movie",4428,"Fox",12234694,2009,NA,"No","No","John Cena","Steve Harris","Ashley Scott","Aidan Gillen",NA,NA,NA,NA,NA,NA
"25",28,"12 Strong",6.6,53378,"Action","Drama","History",130,"movie",1859,"WB",45819713,2018,NA,"No","No","Chris Hemsworth","Michael Shannon","Navid Negahban","Michael Peña",NA,NA,NA,NA,NA,NA
"26",29,"12 Years a Slave",8.1,587933,"Biography","Drama","History",134,"movie",1485,"FoxS",56671993,2013,2013,"Yes","Yes","Michael Fassbender","Brad Pitt","Michael Kenneth Williams","Chiwetel Ejiofor",NA,NA,NA,NA,NA,NA
"27",30,"127 Hours",7.6,328630,"Biography","Drama",NA,94,"movie",3642,"FoxS",18335230,2010,2010,"No","Yes","Kate Mara","Sean Bott","James Franco","Amber Tamblyn",NA,NA,NA,NA,NA,NA
"28",31,"13 Going on 30",6.1,152951,"Comedy","Fantasy","Romance",98,"movie",1467,"SonR",57231747,2004,NA,"No","No","Mark Ruffalo","Andy Serkis","Jennifer Garner","Judy Greer",NA,NA,NA,NA,NA,NA
"29",32,"13 Months of Sunshine",8.1,28,"Drama","Romance",NA,98,"movie",16198,"N/A",2337,2008,NA,"No","No","Aaron Arefe","Tsion Fikreselassie","Salem Dawit","Sammy Amare",NA,NA,NA,NA,NA,NA
"30",33,"13 Sins",6.3,30080,"Horror","Thriller",NA,93,"movie",14527,"RTWC",13809,2014,NA,"No","No","Devon Graye","Tom Bower","Rutina Wesley","Mark Webber",NA,NA,NA,NA,NA,NA
"31",34,"13 Tzameti",7.4,16214,"Crime","Drama","Horror",93,"movie",11105,"Palm",121390,2006,NA,"No","No","George Babluani","Pascal Bongard","Aurélien Recoing","Fred Ulysse",NA,NA,NA,NA,NA,NA
"32",35,"1408",6.8,244335,"Fantasy","Horror","Mystery",104,"movie",1110,"MGM/W",71985628,2007,NA,"No","No","Mary McCormack","Samuel L. Jackson","John Cusack","Tony Shalhoub",NA,NA,NA,NA,NA,NA
"33",36,"1492: Conquest of Paradise",6.5,26469,"Adventure","Biography","Drama",154,"movie",5229,"Par.",7191399,1992,NA,"No","No","Loren Dean","Gérard Depardieu","Armand Assante","Sigourney Weaver",NA,NA,NA,NA,NA,NA
"34",37,"15 Minutes",6.1,46783,"Action","Crime","Drama",120,"movie",3100,"NL",24403552,2001,NA,"No","No","Kelsey Grammer","Edward Burns","Avery Brooks","Robert De Niro",NA,NA,NA,NA,NA,NA
"35",39,"16 Blocks",6.6,122557,"Action","Crime","Drama",102,"movie",2280,"WB",36895141,2006,NA,"No","No","Bruce Willis","Yasiin Bey","David Morse","Jenna Stern",NA,NA,NA,NA,NA,NA
"36",40,"16 Days of Glory",7.6,136,"Documentary","Sport",NA,284,"movie",11707,"Par.",83857,1986,NA,"No","No","Carl Lewis","David Perry",NA,NA,NA,NA,NA,NA,NA,NA
"37",41,"16 Years of Alcohol",6.3,1589,"Crime","Drama",NA,102,"movie",15228,"Tar.",8046,2005,NA,"No","No","Stuart Sinclair Blyth","Kevin McKidd","Susan Lynch","Laura Fraser",NA,NA,NA,NA,NA,NA
"38",42,"17 Again",6.3,169549,"Comedy","Drama","Fantasy",102,"movie",1287,"WB (NL)",64167069,2009,NA,"No","No","Leslie Mann","Thomas Lennon","Zac Efron","Matthew Perry",NA,NA,NA,NA,NA,NA
"39",43,"1915",4.3,4450,"Drama",NA,NA,82,"movie",11238,"BM",111682,2015,NA,"No","No","Simon Abkarian","Sam Page","Nikolai Kinski","Angela Sarafyan",NA,NA,NA,NA,NA,NA
"40",44,"1941",5.8,29619,"Action","Comedy","War",118,"movie",2601,"Uni.",31755742,1979,NA,"No","No","John Belushi","Dan Aykroyd","Treat Williams","Nancy Allen",NA,NA,NA,NA,NA,NA
"41",45,"1945",7.2,2549,"Drama",NA,NA,91,"movie",7950,"Men.",1006193,2017,NA,"No","No","Tamás Szabó Kimmel","Bence Tasnádi","Péter Rudolf","Dóra Sztarenki",NA,NA,NA,NA,NA,NA
"42",46,"1969",5.8,3403,"Drama","War",NA,95,"movie",5509,"Atl",5979011,1988,NA,"No","No","Bruce Dern","Mariette Hartley","Kiefer Sutherland","Robert Downey Jr.",NA,NA,NA,NA,NA,NA
"43",47,"1984",7,2841,"Drama","Sci-Fi",NA,90,"movie",4986,"Gold.",8430492,1984,NA,"No","No","David Kossoff","Edmond O'Brien","Michael Redgrave","Jan Sterling",NA,NA,NA,NA,NA,NA
"44",48,"1991",7.1,491,"Comedy",NA,NA,141,"movie",6728,"EOne",2342264,2018,NA,"No","No","Sandrine Bisson","Giuseppe Cantore","Mamoudou Camara","Jean-Carl Boucher",NA,NA,NA,NA,NA,NA
"45",49,"2 Days in New York",6,13408,"Comedy","Drama","Romance",96,"movie",8563,"Magn.",633210,2012,NA,"No","No","Chris Rock","Alexia Landeau","Albert Delpy","Julie Delpy",NA,NA,NA,NA,NA,NA
"46",50,"2 Days in Paris",6.8,29235,"Comedy","Drama","Romance",96,"movie",5902,"Gold.",4433994,2007,NA,"No","No","Julie Delpy","Marie Pillet","Daniel Brühl","Adam Goldberg",NA,NA,NA,NA,NA,NA
"47",51,"2 Days in the Valley",6.5,17546,"Comedy","Crime","Thriller",104,"movie",4574,"MGM",11132210,1996,NA,"No","No","Teri Hatcher","Jeff Daniels","Charlize Theron","Danny Aiello",NA,NA,NA,NA,NA,NA
"48",52,"2 Fast 2 Furious",5.9,235944,"Action","Crime","Thriller",107,"movie",494,"Uni.",127154901,2003,NA,"No","No","Tyrese Gibson","Cole Hauser","Paul Walker","Eva Mendes",NA,NA,NA,NA,NA,NA
"49",53,"2 Guns",6.7,184370,"Action","Thriller",NA,109,"movie",1046,"Uni.",75612460,2013,NA,"No","No","Denzel Washington","Bill Paxton","Paula Patton","Mark Wahlberg",NA,NA,NA,NA,NA,NA
"50",54,"2 States",6.9,21983,"Comedy","Drama","Romance",149,"movie",6796,"UTV",2238174,2014,NA,"No","No","Revathy","Arjun Kapoor","Alia Bhatt","Amrita Singh",NA,NA,NA,NA,NA,NA
"51",55,"2:22",5.2,1254,"Crime","Drama","Thriller",104,"movie",16518,"Magn.",422,2017,NA,"No","No","Robert Miano","Jorge A. Jimenez","Aaron Gallagher","Mick Rossi",NA,NA,NA,NA,NA,NA
"52",56,"2:22",5.8,16957,"Thriller",NA,NA,98,"movie",16518,"Magn.",422,2017,NA,"No","No","Teresa Palmer","Sam Reid","Michiel Huisman","John Waters",NA,NA,NA,NA,NA,NA
"53",57,"2.0",6.4,18799,"Action","Sci-Fi",NA,148,"movie",6006,"N/A",4152000,2018,NA,"No","No","Amy Jackson","Adil Hussain","Akshay Kumar","Rajinikanth",NA,NA,NA,NA,NA,NA
"54",58,"20 Dates",5.4,1655,"Biography","Comedy","Romance",87,"movie",8791,"FoxS",541636,1999,NA,"No","No","Myles Berkowitz","Elisabeth Wagner","Richard Arlook","Tia Carrere",NA,NA,NA,NA,NA,NA
"55",59,"20,000 Days on Earth",7.5,10291,"Documentary","Drama","Music",97,"movie",9771,"Drft.",279558,2014,NA,"No","No","Susie Bick","Nick Cave",NA,NA,NA,NA,NA,NA,NA,NA
"56",60,"200 Cartas",7,393,"Comedy","Romance",NA,98,"movie",15048,"VF",9338,2013,NA,"No","No","Monica Steuer","Jaime Camil","Dayanara Torres","Lin-Manuel Miranda",NA,NA,NA,NA,NA,NA
"57",61,"200 Cigarettes",6,14179,"Comedy","Drama","Romance",101,"movie",5306,"Par.",6852450,1999,NA,"No","No","Dave Chappelle","Ben Affleck","Guillermo Díaz","Casey Affleck",NA,NA,NA,NA,NA,NA
"58",62,"2001: A Space Odyssey",8.3,553990,"Adventure","Sci-Fi",NA,149,"movie",1366,"MGM",60541301,1968,NA,"No","No","William Sylvester","Daniel Richter","Gary Lockwood","Keir Dullea",NA,NA,NA,NA,NA,NA
"59",63,"2012",5.8,332679,"Action","Adventure","Sci-Fi",158,"movie",307,"Sony",166112167,2009,NA,"No","No","John Cusack","Thandie Newton","Amanda Peet","Chiwetel Ejiofor",NA,NA,NA,NA,NA,NA
"60",64,"2012: Time for Change",7.1,318,"Animation","Documentary","News",85,"movie",12037,"Mang.",68339,2010,NA,"No","No","Daniel Pinchbeck",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",65,"2046",7.4,47566,"Drama","Romance","Sci-Fi",129,"movie",7363,"SPC",1444588,2005,NA,"No","No","Ziyi Zhang","Faye Wong","Li Gong","Tony Chiu-Wai Leung",NA,NA,NA,NA,NA,NA
"62",66,"20th Century Women",7.3,33664,"Comedy","Drama",NA,119,"movie",5604,"A24",5664764,2016,NA,"No","No","Billy Crudup","Elle Fanning","Annette Bening","Greta Gerwig",NA,NA,NA,NA,NA,NA
"63",67,"21",6.8,216202,"Crime","Drama","History",123,"movie",954,"Sony",81159365,2008,NA,"No","No","Jim Sturgess","Aaron Yoo","Kevin Spacey","Kate Bosworth",NA,NA,NA,NA,NA,NA
"64",68,"21",7.2,23,"Horror",NA,NA,98,"movie",954,"Sony",81159365,2008,NA,"No","No","Viswa Kamal","Vindhya Yadav","Naveen Maryada",NA,NA,NA,NA,NA,NA,NA
"65",69,"21",7.2,48,"Comedy","Drama","Romance",105,"movie",954,"Sony",81159365,2008,NA,"No","No","Michael Leo Shea","Dave Cash","Matt Wheeler",NA,NA,NA,NA,NA,NA,NA
"66",70,"21 Grams",7.7,214806,"Crime","Drama","Thriller",124,"movie",3875,"Focus",16290476,2003,NA,"No","No","Naomi Watts","Danny Huston","Sean Penn","Benicio Del Toro",NA,NA,NA,NA,NA,NA
"67",72,"21 Jump Street",7.2,484194,"Action","Comedy","Crime",109,"movie",423,"Sony",138447667,2012,NA,"No","No","Brie Larson","Ice Cube","Channing Tatum",NA,NA,NA,NA,NA,NA,NA
"68",73,"22 Jump Street",7,324883,"Action","Comedy","Crime",112,"movie",222,"Sony",191719337,2014,NA,"No","No","Ice Cube","Jonah Hill","Channing Tatum","Nick Offerman",NA,NA,NA,NA,NA,NA
"69",74,"23 Blast",6.5,1607,"Drama","Family","Sport",98,"movie",8762,"OAE",549185,2014,NA,"No","No","Max Adler","Stephen Lang","Bram Hoover","Mark Hapka",NA,NA,NA,NA,NA,NA
"70",75,"24 Hour Party People",7.3,30821,"Biography","Comedy","Drama",117,"movie",7660,"MGM",1184096,2002,NA,"No","No","Lennie James","Steve Coogan","Paul Popplewell","John Thomson",NA,NA,NA,NA,NA,NA
"71",76,"25th Hour",7.6,163784,"Drama",NA,NA,135,"movie",4305,"BV",13084595,2002,NA,"No","No","Rosario Dawson","Philip Seymour Hoffman","Barry Pepper","Edward Norton",NA,NA,NA,NA,NA,NA
"72",77,"27 Dresses",6.1,146624,"Comedy","Romance",NA,111,"movie",1019,"Fox",76808654,2008,NA,"No","No","Katherine Heigl","James Marsden","Brian Kerwin","Malin Akerman",NA,NA,NA,NA,NA,NA
"73",78,"28 Days",6,41420,"Comedy","Drama",NA,103,"movie",2265,"Sony",37170488,2000,NA,"No","No","Sandra Bullock","Viggo Mortensen","Dominic West","Elizabeth Perkins",NA,NA,NA,NA,NA,NA
"74",79,"28 Hotel Rooms",5.8,2820,"Drama","Romance",NA,82,"movie",14075,"Osci.",18869,2012,NA,"No","No","Marin Ireland","Chris Messina","Robert Deamer",NA,NA,NA,NA,NA,NA,NA
"75",80,"28 Weeks Later",7,244586,"Drama","Horror","Sci-Fi",100,"movie",2802,"FoxA",28638916,2007,NA,"No","No","Jeremy Renner","Rose Byrne","Harold Perrineau","Robert Carlyle",NA,NA,NA,NA,NA,NA
"76",81,"29th Street",7.3,2371,"Comedy","Drama",NA,101,"movie",6863,"Fox",2120564,1991,NA,"No","No","Danny Aiello","Frank Pesce","Anthony LaPaglia","Lainie Kazan",NA,NA,NA,NA,NA,NA
"77",82,"2by4",5,240,"Drama","Romance",NA,90,"movie",14226,"Strand",17162,1999,NA,"No","No","Jimmy Smallhorne","Chris O'Neill","Holyoke Joe","Bradley Fitts",NA,NA,NA,NA,NA,NA
"78",83,"3 Days to Kill",6.2,82671,"Action","Drama","Thriller",117,"movie",2673,"Rela.",30697999,2014,NA,"No","No","Kevin Costner","Amber Heard","Hailee Steinfeld","Connie Nielsen",NA,NA,NA,NA,NA,NA
"79",84,"3 Geezers!",3.3,659,"Comedy",NA,NA,81,"movie",15836,"N/A",4175,2013,NA,"No","No","Tim Allen","Basil Hoffman","J.K. Simmons","Scott Caan",NA,NA,NA,NA,NA,NA
"80",85,"3 Generations",5.9,5196,"Drama",NA,NA,92,"movie",10686,"Wein.",155936,2017,NA,"No","No","Susan Sarandon","Elle Fanning","Naomi Watts","Tate Donovan",NA,NA,NA,NA,NA,NA
"81",86,"3 Idiots",8.4,308243,"Comedy","Drama",NA,170,"movie",5371,"Relbig.",6532874,2009,NA,"No","No","Madhavan","Sharman Joshi","Mona Singh","Aamir Khan",NA,NA,NA,NA,NA,NA
"82",87,"3 Nights in the Desert",5.3,1411,"Drama",NA,NA,90,"movie",16385,"Mont.",1297,2015,NA,"No","No","Wes Bentley","Amber Tamblyn","Vincent Piazza",NA,NA,NA,NA,NA,NA,NA
"83",88,"3 Ninjas",5.3,19044,"Action","Comedy","Family",84,"movie",2778,"BV",29000301,1992,NA,"No","No","Chad Power","Victor Wong","Max Elliott Slade","Michael Treanor",NA,NA,NA,NA,NA,NA
"84",89,"3 Ninjas Kick Back",4.5,7960,"Action","Comedy","Family",93,"movie",4484,"TriS",11798854,1994,NA,"No","No","J. Evan Bonifant","Sean Fox","Max Elliott Slade","Victor Wong",NA,NA,NA,NA,NA,NA
"85",90,"3 Ninjas Knuckle Up",4.3,5015,"Action","Comedy","Family",85,"movie",9156,"Sony",413479,1995,NA,"No","No","Max Elliott Slade","Michael Treanor","Charles Napier","Victor Wong",NA,NA,NA,NA,NA,NA
"86",91,"3 Ninjas: High Noon at Mega Mountain",2.9,10324,"Action","Adventure","Comedy",93,"movie",9299,"Sony",375805,1998,NA,"No","No","Loni Anderson","Hulk Hogan","Victor Wong","Jim Varney",NA,NA,NA,NA,NA,NA
"87",92,"3 Strikes",4.7,2832,"Comedy",NA,NA,82,"movie",4794,"MGM",9832166,2000,NA,"No","No","Brian Hooks","N'Bushe Wright","E-40","Faizon Love",NA,NA,NA,NA,NA,NA
"88",93,"30 Beats",4.1,880,"Comedy","Romance",NA,88,"movie",14435,"RAtt.",14693,2012,NA,"No","No","Justin Kirk","Condola Rashad","Jennifer Tilly","Jason Day",NA,NA,NA,NA,NA,NA
"89",94,"30 Days of Night",6.6,157395,"Action","Horror","Thriller",113,"movie",2134,"Sony",39568996,2007,NA,"No","No","Ben Foster","Danny Huston","Melissa George","Josh Hartnett",NA,NA,NA,NA,NA,NA
"90",95,"30 Minutes or Less",6.1,88631,"Action","Comedy","Crime",83,"movie",2270,"Sony",37053924,2011,NA,"No","No","Danny McBride","Jesse Eisenberg","Aziz Ansari","Nick Swardson",NA,NA,NA,NA,NA,NA
"91",96,"300",7.7,700177,"Action","Drama","Fantasy",117,"movie",187,"WB",210614939,2007,NA,"No","No","Lena Headey","David Wenham","Dominic West","Gerard Butler",NA,NA,NA,NA,NA,NA
"92",97,"3000 Miles to Graceland",6,42114,"Action","Comedy","Crime",125,"movie",3940,"WB",15749959,2001,NA,"No","No","Kurt Russell","Christian Slater","Kevin Costner","Courteney Cox",NA,NA,NA,NA,NA,NA
"93",98,"31",5.1,16010,"Horror","Thriller",NA,102,"movie",8261,"Saban",779820,2016,NA,"No","No","Sheri Moon Zombie","Jeff Daniel Phillips","Malcolm McDowell","Richard Brake",NA,NA,NA,NA,NA,NA
"94",99,"35 and Ticking",5.6,1361,"Comedy","Romance",NA,104,"movie",11199,"Imag.",113794,2011,NA,"No","No","Tamala Jones","Nicole Ari Parker","Keith Robinson","Kevin Hart",NA,NA,NA,NA,NA,NA
"95",100,"360",6.2,15222,"Drama","Thriller",NA,110,"movie",11447,"Magn.",100343,2012,NA,"No","No","Rachel Weisz","Jude Law","Ben Foster","Anthony Hopkins",NA,NA,NA,NA,NA,NA
"96",101,"4",6.6,1919,"Drama","Mystery","Sci-Fi",126,"movie",13944,"Leis.",20523,2006,NA,"No","No","Marina Vovchenko","Sergey Shnurov","Andrei Kudriashov","Yuriy Laguta",NA,NA,NA,NA,NA,NA
"97",102,"4 Little Girls",7.8,2539,"Documentary","History",NA,102,"movie",10983,"GV",130146,1997,NA,"No","No","Walter Cronkite",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",103,"40 Days and 40 Nights",5.6,67940,"Comedy","Romance",NA,96,"movie",2221,"Mira.",37950822,2002,NA,"No","No","Shannyn Sossamon","Adam Trese","Paulo Costanzo","Josh Hartnett",NA,NA,NA,NA,NA,NA
"99",104,"42",7.5,78866,"Biography","Drama","Sport",128,"movie",776,"WB",95020213,2013,NA,"No","No","T.R. Knight","Nicole Beharie","Harrison Ford","Chadwick Boseman",NA,NA,NA,NA,NA,NA
"100",105,"42nd Street: The Musical",8.3,25,"Musical",NA,NA,155,"movie",10400,"Fathom",187440,2019,NA,"No","No","Emma Caffrey","Billie-Kay","Luke George","Matt Cox","Danielle Cato",NA,NA,NA,NA,NA
"101",106,"44 Inch Chest",5.8,6350,"Crime","Drama",NA,95,"movie",12943,"Imag.",39033,2010,NA,"No","No","Ray Winstone","Ian McShane","John Hurt","Tom Wilkinson",NA,NA,NA,NA,NA,NA
"102",107,"45 Years",7.1,28448,"Drama","Romance",NA,91,"movie",5961,"IFC",4247285,2015,NA,"No","No","Geraldine James","Tom Courtenay","Dolly Wells","Charlotte Rampling",NA,NA,NA,NA,NA,NA
"103",108,"47 Meters Down",5.6,41916,"Adventure","Drama","Horror",89,"movie",1920,"ENTMP",44307191,2017,NA,"No","No","Chris Johnson","Claire Holt","Mandy Moore","Matthew Modine",NA,NA,NA,NA,NA,NA
"104",109,"47 Ronin",6.2,138488,"Action","Drama","Fantasy",128,"movie",2194,"Uni.",38362475,2013,NA,"No","No","Tadanobu Asano","Hiroyuki Sanada","Ko Shibasaki","Keanu Reeves",NA,NA,NA,NA,NA,NA
"105",110,"5 Days of War",5.6,13181,"Action","Drama","War",113,"movie",14201,"Anch.",17479,2011,NA,"No","No","Heather Graham","Emmanuelle Chriqui","Rupert Friend","Richard Coyle",NA,NA,NA,NA,NA,NA
"106",111,"5 Flights Up",6.2,8184,"Comedy","Drama",NA,88,"movie",7898,"FCW",1020921,2015,NA,"No","No","Morgan Freeman","Cynthia Nixon","Diane Keaton","Carrie Preston",NA,NA,NA,NA,NA,NA
"107",112,"5 to 7",7.1,17099,"Comedy","Drama","Romance",95,"movie",10624,"IFC",162685,2015,NA,"No","No","Olivia Thirlby","Anton Yelchin","Bérénice Marlohe","Lambert Wilson",NA,NA,NA,NA,NA,NA
"108",113,"50 First Dates",6.8,308240,"Comedy","Drama","Romance",99,"movie",536,"Sony",120908074,2004,NA,"No","No","Sean Astin","Drew Barrymore","Rob Schneider","Adam Sandler",NA,NA,NA,NA,NA,NA
"109",114,"50 to 1",6.4,1788,"Drama",NA,NA,110,"movie",7820,"10F",1064454,2014,NA,"No","No","Skeet Ulrich","Christian Kane","William Devane","Madelyn Deutch",NA,NA,NA,NA,NA,NA
"110",115,"50 Ways of Saying Fabulous",5.6,475,"Drama",NA,NA,90,"movie",15714,"Olive",4800,2006,NA,"No","No","Harriet Beattie","Andrew Paterson","Georgia McNeil","Jay Collins",NA,NA,NA,NA,NA,NA
"111",116,"50/50",7.6,303692,"Comedy","Drama","Romance",100,"movie",2398,"Sum.",35014192,2011,NA,"No","No","Bryce Dallas Howard","Joseph Gordon-Levitt","Seth Rogen","Anna Kendrick",NA,NA,NA,NA,NA,NA
"112",117,"52 Pick-Up",6.4,4488,"Crime","Drama","Thriller",110,"movie",5710,"Can.",5186646,1986,NA,"No","No","Ann-Margret","John Glover","Roy Scheider","Vanity",NA,NA,NA,NA,NA,NA
"113",118,"54",5.9,30442,"Drama","Music",NA,93,"movie",3830,"Mira.",16757163,1998,NA,"No","No","Mike Myers","Ryan Phillippe","Neve Campbell","Salma Hayek",NA,NA,NA,NA,NA,NA
"114",119,"5x2",6.6,8366,"Drama","Romance",NA,90,"movie",11008,"Think",128752,2005,NA,"No","No","Stéphane Freiss","Françoise Fabian","Michael Lonsdale","Valeria Bruni Tedeschi",NA,NA,NA,NA,NA,NA
"115",120,"6 Below: Miracle on the Mountain",5.7,5195,"Adventure","Biography","Drama",98,"movie",14420,"MOM",14838,2017,NA,"No","No","Kale Culley","Sarah Dumont","Josh Hartnett","Mira Sorvino",NA,NA,NA,NA,NA,NA
"116",121,"6 Month Rule",4.9,596,"Comedy",NA,NA,100,"movie",14498,"SIP",14057,2012,NA,"No","No","Patrick J. Adams","Martin Starr","Blayne Weaver","Natalie Morales",NA,NA,NA,NA,NA,NA
"117",122,"7 Chinese Brothers",5.7,1352,"Comedy",NA,NA,76,"movie",13456,"Scre.",28180,2015,NA,"No","No","Jason Schwartzman","Eleanore Pienta","Tunde Adebimpe","Olympia Dukakis",NA,NA,NA,NA,NA,NA
"118",123,"7 Khoon Maaf",6.1,5038,"Drama","Mystery","Thriller",137,"movie",9828,"UTV",270207,2011,NA,"No","No","John Abraham","Neil Nitin Mukesh","Vivaan Shah","Priyanka Chopra",NA,NA,NA,NA,NA,NA
"119",124,"7 Witches",3.5,647,"Horror","Thriller",NA,75,"movie",13281,"Indic.",31100,2017,NA,"No","No","Persephone Apostolou","Danika Golombek","Megan Hensley","Macall Gordon",NA,NA,NA,NA,NA,NA
"120",125,"8 Heads in a Duffel Bag",5.4,9107,"Adventure","Comedy","Crime",95,"movie",6185,"Orion",3602884,1997,NA,"No","No","Andy Comeau","Kristy Swanson","Joe Pesci","George Hamilton",NA,NA,NA,NA,NA,NA
"121",126,"8 Mile",7.1,232374,"Drama","Music",NA,110,"movie",572,"Uni.",116750901,2002,NA,"No","No","Kim Basinger","Mekhi Phifer","Eminem","Brittany Murphy",NA,NA,NA,NA,NA,NA
"122",127,"8 Million Ways to Die",5.8,4130,"Action","Crime","Drama",115,"movie",7503,"TriS",1305114,1986,NA,"No","No","Randy Brooks","Jeff Bridges","Alexandra Paul","Rosanna Arquette",NA,NA,NA,NA,NA,NA
